303,69,5,879467542
16,944,1,877727122
301,790,4,882078621
276,1091,3,874793035
305,214,2,886323068
194,1028,2,879541148
87,554,4,879875940
286,171,4,877531791
200,318,5,884128458
178,568,4,882826555
303,842,2,879484804
62,65,4,879374686
207,591,3,876018608
301,401,4,882078040
70,746,3,884150257
28,201,3,881961671
250,7,4,878089716
14,98,3,890881335
299,1018,3,889502324
194,54,3,879525876
268,930,2,875742942
66,258,4,883601089
233,202,5,879394264
83,623,4,880308578
214,334,3,891542540
192,476,2,881368243
100,344,4,891374868
268,145,1,875744501
301,56,4,882076587
307,89,5,879283786
83,576,4,880308755
181,264,2,878961624
297,133,4,875240090
38,153,5,892430369
201,146,1,884140579
85,507,4,879456199
269,367,3,891450023
286,143,4,889651549
113,595,5,875936424
130,1014,3,876250718
189,520,5,893265380
219,82,1,889452455
218,209,5,877488546
123,427,3,879873020
119,222,5,874775311
158,177,4,880134407
302,322,2,879436875
181,3,2,878963441
201,695,1,884140115
13,198,3,881515193
1,189,3,888732928
145,237,5,875270570
23,385,4,874786462
201,767,4,884114505
296,705,5,884197193
301,554,3,882078830
16,64,5,877720297
95,135,3,879197562
154,357,4,879138713
296,508,5,884196584
302,303,2,879436785
222,77,4,878183616
13,215,5,882140588
16,705,5,877722736
270,452,4,876956264
145,15,2,875270655
187,64,5,879465631
200,304,5,876041644
170,749,5,887646170
101,829,3,877136138
184,218,3,889909840
128,204,4,879967478
184,153,3,889911285
1,33,4,878542699
184,321,5,889906967
54,595,3,880937813
23,323,2,874784266
222,724,3,878181976
218,430,3,877488316
303,134,5,879467959
215,212,2,891435680
276,2,4,874792436
104,984,1,888442575
63,1067,3,875747514
267,410,4,878970785
240,879,3,885775745
90,1086,4,891384424
18,26,4,880129731
308,649,4,887739292
191,302,4,891560253
200,96,5,884129409
16,197,5,877726146
61,678,3,892302309
271,199,4,885848448
271,709,3,885849325
142,169,5,888640356
222,151,3,878182109
87,40,3,879876917
272,1393,2,879454663
177,333,4,880130397
207,1115,2,879664906
299,577,3,889503806
271,378,4,885849447
49,959,2,888068912
94,1224,3,891722802
130,1017,3,874953895
203,321,3,880433418
191,286,4,891560842
43,323,3,875975110
21,558,5,874951695
13,344,2,888073635
194,66,3,879527264
234,206,4,892334543
308,640,4,887737036
94,265,4,891721889
268,62,3,875310824
296,20,5,884196921
180,462,5,877544218
104,117,2,888465972
38,758,1,892434626
269,845,1,891456255
7,163,4,891353444
234,1451,3,892078343
275,405,2,876197645
102,823,3,888801465
178,731,4,882827532
256,781,5,882165296
244,186,3,880605697
279,1181,4,875314001
43,815,4,883956189
83,78,2,880309089
151,197,5,879528710
254,436,2,886474216
109,631,3,880579371
297,716,3,875239422
144,699,4,888106106
64,392,3,889737542
92,501,2,875653665
222,97,4,878181739
268,436,3,875310745
213,173,5,878955442
13,498,4,882139901
5,17,4,875636198
125,163,5,879454956
174,315,5,886432749
114,505,3,881260203
213,515,4,878870518
291,80,4,875086354
250,238,4,878089963
201,649,3,884114275
60,60,5,883327734
203,471,4,880434463
92,587,3,875660408
13,892,3,882774224
213,176,4,878956338
117,1047,2,881009697
99,111,1,885678886
65,47,2,879216672
269,217,2,891451610
85,259,2,881705026
250,596,5,878089921
201,960,2,884112077
257,137,4,882049932
111,328,4,891679939
215,211,4,891436202
1,20,4,887431883
303,404,4,879468375
299,305,3,879737314
222,278,2,877563913
214,568,4,892668197
293,770,3,888906655
285,191,4,890595859
303,252,3,879544791
96,156,4,884402860
72,1110,3,880037334
115,1067,4,881171009
7,430,3,891352178
73,480,4,888625753
269,246,5,891457067
263,419,5,891299514
290,50,5,880473582
189,526,4,893266205
299,303,3,877618584
264,294,3,886121516
200,365,5,884129962
187,135,4,879465653
184,187,4,889909024
13,229,4,882397650
235,185,4,889655435
62,712,4,879376178
246,94,2,884923505
54,742,5,880934806
63,762,3,875747688
11,732,3,891904596
92,168,4,875653723
8,550,3,879362356
307,174,4,879283480
303,200,4,879468459
164,406,2,889402389
193,869,3,889127811
94,184,2,891720862
281,338,2,881200457
130,109,3,874953794
128,371,1,879966954
94,720,1,891723593
129,873,1,883245452
45,25,4,881014015
193,879,3,889123257
276,922,4,889174849
276,57,3,874787526
234,187,4,892079140
181,306,1,878962006
293,249,3,888905229
264,721,5,886123656
10,611,5,877886722
197,346,3,891409070
308,427,4,887736584
131,126,4,883681514
268,824,2,876518557
109,8,3,880572642
230,680,4,880484286
181,741,1,878962918
192,1061,4,881368891
234,448,3,892335501
90,900,4,891382309
128,603,5,879966839
126,905,2,887855283
244,265,4,880606634
157,25,3,886890787
305,71,3,886323684
119,382,5,874781742
21,222,2,874951382
280,508,3,891700453
288,132,3,886374129
279,1497,2,890780576
90,259,2,891382392
308,55,3,887738760
59,742,3,888203053
94,744,4,891721462
130,642,4,875216933
26,1015,3,891352136
56,121,5,892679480
62,12,4,879373613
181,1015,1,878963121
178,845,4,882824291
79,303,4,891271203
138,484,4,879024127
75,284,2,884050393
222,781,3,881059677
121,740,3,891390544
269,22,1,891448072
13,864,4,882141924
230,742,5,880485043
269,507,4,891448800
239,1099,5,889179253
245,1028,5,888513447
295,961,5,879519556
271,1028,2,885848102
222,812,2,881059117
22,376,3,878887112
294,931,3,889242857
279,399,4,875313859
243,1039,4,879988184
298,181,4,884125629
78,323,1,879633567
118,200,5,875384647
283,1114,5,879297545
171,292,4,891034835
70,217,4,884151119
245,181,4,888513664
107,333,3,891264267
13,901,1,883670672
276,70,4,874790826
189,56,5,893265263
226,242,5,883888671
62,1016,4,879373008
306,235,4,876504354
280,631,5,891700751
56,71,4,892683275
42,274,5,881105817
1,202,5,875072442
13,809,4,882397582
15,749,1,879455311
185,23,4,883524249
280,540,3,891702304
244,381,4,880604077
150,293,4,878746946
7,497,4,891352134
178,317,4,882826915
178,742,3,882823833
95,1217,3,880572658
234,1462,3,892333865
109,127,2,880563471
269,705,2,891448850
130,1246,3,876252497
264,655,4,886123530
42,588,5,881108147
246,409,2,884923372
101,304,3,877135677
256,127,4,882164406
92,794,3,875654798
92,739,2,876175582
246,665,4,884922831
188,692,5,875072583
18,86,4,880129731
144,709,4,888105940
90,1198,5,891383866
311,432,4,884365485
222,173,5,878183043
1,171,5,889751711
308,295,3,887741461
165,216,4,879525778
222,49,3,878183512
234,626,4,892336358
244,707,4,880606243
90,25,5,891384789
208,216,5,883108324
134,323,4,891732335
279,586,4,892864663
2,292,4,888550774
288,593,2,886892127
49,302,4,888065432
286,153,5,877531406
205,304,3,888284313
22,80,4,878887227
223,328,3,891548959
15,25,3,879456204
268,147,4,876514002
94,1220,3,891722678
274,405,4,878945840
7,492,5,891352010
268,217,2,875744501
164,620,3,889402298
92,515,4,875640800
239,1070,5,889179032
56,449,5,892679308
248,234,4,884534968
280,1049,2,891702486
276,64,5,874787441
192,948,3,881368302
85,588,3,880838306
262,931,2,879790874
181,870,2,878962623
295,739,4,879518319
295,39,4,879518279
93,820,3,888705966
158,665,2,880134532
82,597,3,878768882
13,823,5,882397833
217,2,3,889069782
189,20,5,893264466
267,121,3,878970681
126,294,3,887855087
125,80,4,892838865
43,120,4,884029430
42,44,3,881108548
291,686,5,874835165
268,21,3,875742822
262,28,3,879792220
234,81,3,892334680
29,245,3,882820803
158,729,3,880133116
156,661,4,888185947
232,52,5,888550130
168,866,5,884287927
141,245,3,884584426
102,70,3,888803537
90,506,5,891383319
44,660,5,878347915
118,774,5,875385198
7,661,5,891351624
49,1003,2,888068651
62,68,1,879374969
42,1028,4,881106072
178,433,4,882827834
85,51,2,879454782
58,1099,2,892243079
197,688,1,891409564
286,99,4,878141681
181,1288,1,878962349
295,190,4,879517062
272,317,4,879454977
221,1010,3,875246662
66,877,1,883601089
207,318,5,877124871
234,487,3,892079237
87,82,5,879875774
195,1052,1,877835102
44,449,5,883613334
94,62,3,891722933
167,659,4,892738277
230,304,5,880484286
54,302,4,880928519
90,22,4,891384357
181,696,2,878962997
286,357,4,877531537
14,269,4,892242403
311,179,2,884365357
21,440,1,874951798
181,405,4,878962919
65,806,4,879216529
37,540,2,880916070
244,183,4,880606043
1,265,4,878542441
270,25,5,876954456
299,387,2,889502756
94,572,3,891723883
286,746,4,877533058
239,272,5,889181247
216,55,5,880245145
254,121,3,886472369
62,665,2,879376483
194,23,4,879522819
268,955,3,875745160
188,143,5,875072674
276,294,4,874786366
158,1098,4,880135069
161,48,1,891170745
305,654,4,886323937
47,324,3,879439078
64,736,4,889739212
191,751,3,891560753
7,378,5,891353011
59,92,5,888204997
21,129,4,874951382
58,9,4,884304328
194,152,3,879549996
7,200,5,891353543
113,126,5,875076827
95,233,4,879196354
16,194,5,877720733
59,323,4,888206809
311,654,3,884365075
79,50,4,891271545
235,70,5,889655619
125,190,5,892836309
284,322,3,885329671
303,161,5,879468547
254,378,3,886474396
255,1034,1,883217030
6,463,4,883601713
286,298,4,875807004
297,57,5,875239383
42,625,3,881108873
130,1217,4,875801778
254,357,3,886472466
109,475,1,880563641
230,1444,2,880485726
244,310,3,880601905
6,301,2,883600406
256,443,3,882164727
102,515,1,888801316
104,285,4,888465201
111,301,4,891680028
25,222,4,885852817
110,944,3,886989501
270,98,5,876955868
68,237,5,876974133
83,215,4,880307940
6,258,2,883268278
89,216,5,879459859
128,317,4,879968029
305,512,4,886323525
286,175,5,877532470
256,86,5,882165103
140,332,3,879013617
190,977,2,891042938
201,203,5,884114471
126,245,3,887854726
20,208,2,879669401
181,930,1,878963275
109,566,4,880578814
85,1065,3,879455021
213,133,3,878955973
222,379,1,878184290
223,11,3,891550649
174,937,5,886432989
268,583,4,876513830
160,462,4,876858346
195,273,4,878019342
224,178,4,888082468
5,110,1,875636493
2,251,5,888552084
292,9,4,881104148
85,228,3,882813248
83,281,5,880307072
92,831,2,886443708
7,543,3,891351772
87,401,2,879876813
287,926,4,875334340
1,155,2,878542201
234,632,2,892079538
24,64,5,875322758
7,554,3,891354639
82,56,3,878769410
196,393,4,881251863
56,91,4,892683275
82,477,3,876311344
256,761,4,882164644
279,741,5,875296891
308,1286,3,887738151
16,8,5,877722736
180,202,3,877128388
203,93,4,880434940
145,56,5,875271896
288,305,4,886372527
84,742,3,883450643
44,644,3,878347818
17,13,3,885272654
313,117,4,891015319
148,1,4,877019411
197,347,4,891409070
21,164,5,874951695
185,287,5,883526288
303,68,4,879467361
186,250,1,879023607
73,206,3,888625754
104,756,2,888465739
239,194,5,889178833
197,511,5,891409839
1,117,3,874965739
303,397,1,879543831
60,162,4,883327734
198,258,4,884204501
239,513,5,889178887
6,69,3,883601277
233,375,4,876374419
85,642,4,882995615
110,38,3,886988574
99,873,1,885678436
13,418,2,882398763
201,518,4,884112201
13,858,1,882397068
214,131,3,891544465
217,182,2,889070109
85,433,3,879828720
239,234,3,889178762
13,72,4,882141727
208,663,5,883108476
109,178,3,880572950
230,172,4,880484523
313,478,3,891014373
65,125,4,879217509
174,660,5,886514261
90,12,5,891383241
130,1248,3,880396702
100,354,2,891375260
283,432,5,879297965
275,418,3,875154718
311,98,5,884364502
130,105,4,876251160
269,252,1,891456350
286,73,5,877532965
7,623,3,891354217
56,222,5,892679439
210,204,5,887730676
239,9,5,889180446
96,87,4,884403531
297,73,2,875239691
249,239,3,879572284
84,121,4,883452307
275,265,4,880314031
291,1178,4,875086354
311,9,4,884963365
301,523,4,882076146
152,685,5,880149074
244,172,4,880605665
53,281,4,879443288
198,118,2,884206513
244,790,4,880608037
124,496,1,890286933
24,191,5,875323003
271,65,3,885849419
234,241,2,892335042
293,137,3,888904653
75,240,1,884050661
13,181,5,882140354
2,50,5,888552084
313,566,4,891016220
276,324,4,874786419
72,234,4,880037418
83,385,4,887665549
109,402,4,880581344
207,107,3,876198301
14,213,5,890881557
149,319,2,883512658
57,79,5,883698495
230,963,5,880484370
253,97,4,891628501
284,269,4,885328991
121,180,3,891388286
84,1033,4,883452711
293,380,2,888907527
207,58,3,875991047
194,187,4,879520813
283,845,4,879297442
181,334,1,878961749
78,255,4,879633745
11,425,4,891904300
308,59,4,887737647
193,1078,4,889126943
297,234,3,875239018
87,585,4,879877008
8,50,5,879362124
312,692,4,891699426
91,683,3,891438351
5,454,1,875721432
291,376,3,875086534
175,127,5,877107640
276,419,5,874792907
83,210,5,880307751
153,174,1,881371140
62,302,3,879371909
268,298,3,875742647
313,616,5,891015049
276,474,5,889174904
62,59,4,879373821
83,97,4,880308690
63,100,5,875747319
16,178,5,877719333
297,233,2,875239914
90,945,5,891383866
42,98,4,881106711
303,393,4,879484981
274,50,5,878944679
94,792,4,885873006
184,98,4,889908539
248,589,4,884534968
18,950,3,880130764
217,27,1,889070011
200,892,4,884127082
201,148,1,884140751
296,222,5,884196640
7,662,3,892133739
196,381,4,881251728
69,427,3,882145465
72,196,4,880036747
286,85,5,877533224
172,220,4,875537441
308,516,4,887736743
190,974,2,891625949
82,756,1,878768741
59,235,1,888203658
64,1063,3,889739539
145,756,2,885557506
220,298,4,881198966
198,658,3,884208173
220,333,3,881197771
210,70,4,887730589
181,14,1,878962392
143,682,3,888407741
199,221,4,883782854
223,1150,2,891549841
297,25,4,874954497
276,78,4,877934828
299,847,4,877877649
301,138,2,882079446
1,47,4,875072125
164,281,4,889401906
96,673,4,884402860
291,1016,4,874833827
7,451,5,891353892
233,177,4,877661496
6,517,4,883602212
184,602,4,889909691
194,212,1,879524216
25,257,4,885853415
6,23,4,883601365
38,573,1,892433660
313,436,4,891029877
262,617,3,879793715
21,948,1,874951054
181,1332,1,878962278
206,302,5,888180227
76,61,4,875028123
314,28,5,877888346
13,147,3,882397502
44,258,4,878340824
303,418,4,879483510
248,117,5,884535433
138,523,5,879024043
268,386,2,875743978
291,15,5,874833668
234,147,3,892335372
15,331,3,879455166
136,89,4,882848925
223,423,3,891550684
82,194,4,878770027
145,355,3,888396967
280,845,3,891700925
179,339,1,892151366
178,199,4,882826306
116,331,3,876451911
23,258,5,876785704
308,174,4,887736696
185,114,4,883524320
118,654,5,875385007
246,721,4,884921794
234,98,4,892078567
94,24,4,885873423
312,100,4,891698613
262,64,5,879793022
154,242,3,879138235
99,403,4,885680374
83,43,4,880308690
174,402,5,886513729
256,487,5,882164231
59,177,4,888204349
161,168,1,891171174
244,53,3,880607489
250,196,4,878091818
97,670,5,884239744
61,323,3,891206450
222,106,2,883816184
4,264,3,892004275
37,403,5,880915942
49,68,1,888069513
303,1098,4,879467959
176,324,5,886047292
3,335,1,889237269
44,15,4,878341343
190,117,4,891033697
130,949,3,876251944
117,181,5,880124648
303,779,1,879543418
19,435,5,885412840
194,191,4,879521856
158,24,4,880134261
262,223,3,879791816
214,137,4,891543227
92,747,4,875656164
188,96,5,875073128
58,173,5,884305353
244,154,5,880606385
134,879,4,891732393
298,625,4,884183406
254,230,4,886472400
16,209,5,877722736
151,835,5,879524199
181,1327,1,878963305
145,1248,3,875272195
200,588,5,884128499
248,257,3,884535840
297,432,4,875239658
312,133,5,891699296
141,258,5,884584338
186,263,3,879023571
233,208,4,880610814
104,287,2,888465347
1,222,4,878873388
206,323,1,888179833
230,419,4,880484587
56,450,3,892679374
205,316,4,888284710
14,174,5,890881294
276,1081,3,880913705
83,929,3,880307140
268,580,3,875309344
222,1041,3,881060155
279,89,4,875306910
5,424,1,875635807
112,331,4,884992603
296,429,5,884197330
13,868,5,882139901
87,210,5,879875734
181,328,3,878961227
299,1047,2,877880041
66,1,3,883601324
216,174,5,881432488
79,1161,2,891271697
264,448,2,886122031
4,303,5,892002352
144,831,3,888104805
138,517,4,879024279
64,433,2,889740286
5,1,4,875635748
276,357,5,874787526
62,433,5,879375588
239,475,5,889178689
293,166,3,888905520
130,234,5,875216932
264,70,4,886123596
208,197,5,883108797
24,763,5,875322875
279,1162,3,875314334
3,245,1,889237247
101,596,3,877136564
223,908,1,891548802
239,430,3,889180338
172,580,4,875538028
54,676,5,880935294
44,507,3,878347392
210,97,5,887736454
164,930,4,889402340
28,217,3,881961671
305,79,3,886324276
82,343,1,884713755
207,25,4,876079113
92,1209,1,875660468
58,709,5,884304812
77,91,3,884752924
244,662,3,880606533
177,321,2,880130481
131,221,3,883681561
227,50,4,879035347
295,72,4,879518714
181,1,3,878962392
277,255,4,879544145
279,96,4,875310606
1,253,5,874965970
87,177,5,879875940
177,69,1,880131088
213,13,4,878955139
125,134,5,879454532
25,208,4,885852337
207,1350,2,877878772
271,56,3,885848559
70,419,5,884065035
199,268,5,883782509
201,209,3,884112801
11,740,4,891903067
59,77,4,888206254
38,161,5,892432062
59,418,2,888205188
104,300,3,888442275
298,1346,3,884126061
180,1119,3,877128156
268,1041,1,875743735
234,648,3,892826760
312,573,5,891712535
308,215,3,887737483
234,1397,4,892334976
75,546,3,884050422
117,15,5,880125887
246,239,3,884921380
85,187,5,879454235
239,81,3,889179808
59,54,4,888205921
256,220,3,882151690
216,196,5,880245145
210,274,5,887730676
94,471,4,891721642
13,807,1,886304229
125,657,3,892836422
1,113,5,878542738
294,930,3,889242704
85,13,3,879452866
303,426,3,879542535
212,180,1,879303974
6,492,5,883601089
181,240,1,878963122
279,746,5,875310233
303,1109,4,879467936
184,191,4,889908716
310,116,5,879436104
313,22,3,891014870
13,121,5,882397503
43,5,4,875981421
58,214,2,884305296
215,164,3,891436633
161,898,3,891170191
11,723,5,891904637
94,218,3,891721851
35,243,2,875459046
311,566,4,884366112
48,680,3,879434330
85,604,4,882995132
288,527,3,886373565
184,514,5,889908497
151,929,3,879543457
90,690,4,891383319
11,38,3,891905936
104,1016,1,888466002
181,1010,1,878962774
37,117,4,880915674
276,845,4,874786807
22,258,5,878886261
70,82,4,884068075
270,778,5,876955711
81,280,4,876534214
293,412,1,888905377
200,478,5,884128788
13,308,3,881514726
56,184,4,892679088
116,250,4,876452606
63,1007,5,875747368
104,1010,1,888465554
156,641,5,888185677
160,430,5,876861799
237,191,4,879376773
287,252,1,875334361
290,132,3,880473993
45,109,5,881012356
224,678,3,888082277
145,764,2,888398257
65,100,3,879217558
272,1101,5,879454977
116,255,3,876452524
184,86,5,889908694
222,148,2,881061164
271,187,5,885848343
94,211,5,891721142
246,425,5,884921918
13,396,3,882141727
95,1,5,879197329
147,904,5,885594015
151,58,4,879524849
184,660,3,889909962
311,386,3,884365747
105,268,4,889214268
158,510,3,880134296
34,312,4,888602742
72,427,5,880037702
263,416,5,891299697
200,291,3,891825292
45,118,4,881014550
279,144,4,880850073
145,22,5,875273021
71,89,5,880864462
193,627,4,889126972
214,302,4,892668197
151,485,5,879525002
102,322,3,883277645
234,571,2,892318158
109,258,5,880562908
222,552,2,878184596
112,327,1,884992535
151,372,5,879524819
282,327,5,879949417
304,237,5,884968415
290,568,3,880474716
64,160,4,889739288
28,79,4,881961003
265,471,4,875320302
83,82,5,887665423
90,499,5,891383866
26,685,3,891371676
150,129,4,878746946
70,210,4,884065854
51,182,3,883498790
222,1057,4,881061370
92,176,5,875652981
164,685,5,889402160
57,682,3,883696824
184,207,4,889908903
60,403,3,883327087
92,180,5,875653016
43,204,4,883956122
222,1042,4,878184514
197,300,4,891409422
92,790,3,875907618
294,282,3,877821796
214,693,3,891544414
90,187,4,891383561
315,273,3,879821349
48,309,3,879434132
255,472,1,883216958
66,7,3,883601355
207,1046,4,875509787
144,182,3,888105743
85,83,4,886282959
158,770,5,880134477
90,507,5,891383987
130,901,1,884624044
178,276,3,882823978
181,1094,1,878963086
311,143,3,884364812
267,17,4,878971773
201,51,2,884140751
194,647,4,879521531
59,387,3,888206562
1,227,4,876892946
116,751,3,890131577
170,292,5,884103732
287,347,4,888177040
197,55,3,891409982
38,679,5,892432062
279,227,4,889326161
31,886,2,881547877
316,98,5,880853743
25,25,5,885853415
168,274,4,884287865
103,24,4,880415847
299,588,4,877880852
287,294,5,875333873
234,582,4,892334883
87,9,4,879877931
279,1151,2,875744584
49,47,5,888068715
296,855,5,884197352
13,66,3,882141485
262,386,3,879795512
7,676,3,891354499
116,942,3,876454090
318,474,4,884495742
141,826,2,884585437
269,13,4,891446662
279,254,3,879572960
145,1245,5,875271397
184,161,2,889909640
49,625,3,888067031
177,243,1,882142141
313,99,4,891014029
32,290,3,883717913
130,542,3,875801778
130,806,3,875217096
195,300,3,890588925
130,316,4,888211794
104,293,3,888465166
119,718,5,874774956
306,14,5,876503995
92,709,2,875654590
227,295,5,879035387
3,337,1,889236983
94,820,1,891723186
59,1107,4,888206254
262,821,3,879794887
6,508,3,883599530
262,553,4,879795122
16,56,5,877719863
293,132,4,888905481
240,313,5,885775604
83,301,2,891181430
312,28,4,891698300
291,70,4,874868146
109,588,4,880578388
110,1246,2,886989613
59,429,4,888204597
246,1218,3,884922801
65,196,5,879216637
24,367,2,875323241
308,741,4,887739863
301,660,4,882076782
158,241,4,880134445
308,493,3,887737293
32,151,3,883717850
215,423,5,891435526
201,509,3,884111546
85,298,4,880581629
180,68,5,877127721
184,36,3,889910195
305,11,1,886323237
144,508,4,888104150
177,203,4,880131026
198,7,4,884205317
189,197,5,893265291
73,56,4,888626041
172,462,3,875537717
101,471,3,877136535
26,235,2,891372429
276,773,3,874792794
128,482,4,879967432
293,39,3,888906804
256,25,5,882150552
90,821,3,891385843
275,69,3,880314089
22,510,5,878887765
207,192,3,877822350
264,504,5,886122577
137,687,4,881432756
185,740,4,883524475
307,687,1,879114143
145,472,3,875271128
189,634,3,893265506
262,121,3,879790536
251,148,2,886272547
259,772,4,874724882
239,58,5,889179623
312,921,5,891699295
81,742,2,876533764
311,419,3,884364931
249,746,5,879641209
79,100,5,891271652
189,751,4,893265046
253,510,5,891628416
201,919,3,884141208
7,81,5,891352626
234,132,4,892333865
6,469,5,883601155
109,627,5,880582133
277,279,4,879543592
94,58,5,891720540
217,144,4,889069782
181,874,1,878961749
303,433,4,879467985
117,151,4,880126373
151,317,5,879524610
64,176,4,889737567
90,553,2,891384959
116,271,4,886310197
196,251,3,881251274
303,120,2,879544099
49,547,5,888066187
307,1022,4,879283008
303,176,5,879467260
286,154,4,877533381
291,501,4,875087100
254,379,1,886474650
276,157,5,874790773
57,243,3,883696547
7,576,5,892132943
250,404,4,878092144
318,768,2,884498022
234,808,2,892335707
87,1079,2,879877240
50,823,3,877052784
18,496,5,880130470
193,790,3,889127381
263,510,4,891298392
209,906,2,883589546
207,716,3,875508783
314,535,4,877887002
262,568,3,879794113
95,172,4,879196847
277,282,4,879543697
303,1286,4,879467413
271,714,3,885848863
223,977,2,891550295
210,357,5,887736206
174,80,1,886515210
99,354,2,888469332
308,163,4,887737084
303,738,2,879544276
298,252,4,884183833
44,208,4,878347420
315,13,4,879821158
215,197,4,891435357
42,195,5,881107949
293,79,3,888906045
246,68,5,884922341
101,405,4,877137015
92,665,3,875906853
249,88,4,879572668
13,331,3,881515457
271,750,4,885844698
92,731,4,875653769
254,188,3,886473672
311,203,5,884365201
263,197,4,891299752
201,660,3,884140927
138,496,4,879024043
217,7,4,889069741
261,340,5,890454045
303,1037,3,879544340
62,114,4,879373568
72,530,4,880037164
88,750,2,891037276
9,298,5,886960055
92,528,4,875657681
249,708,4,879572403
196,655,5,881251793
256,771,2,882164999
134,313,5,891732150
311,849,3,884365781
203,148,3,880434755
247,736,5,893097024
313,745,3,891016583
311,83,5,884364812
251,1014,5,886272486
227,411,4,879035897
59,550,5,888206605
201,206,2,884112029
58,100,5,884304553
249,723,4,879641093
11,725,3,891905568
7,228,4,891350845
92,846,3,886443471
160,56,5,876770222
103,127,4,880416331
291,732,4,874868097
254,575,3,886476165
49,334,4,888065744
161,162,2,891171413
151,1298,4,879528520
299,235,1,877878184
29,332,4,882820869
297,182,3,875239125
23,172,4,874785889
262,47,2,879794599
191,754,3,891560366
106,778,4,881453040
7,151,4,891352749
178,678,3,882823530
84,12,5,883452874
94,168,5,891721378
264,33,3,886122644
239,529,5,889179808
90,657,5,891385190
190,302,5,891033606
199,258,4,883782403
224,20,1,888104487
85,501,3,880838306
301,202,5,882076211
145,743,1,888398516
294,127,5,877819265
130,206,3,875801695
200,24,2,884127370
160,117,4,876767822
6,357,4,883602422
158,72,3,880135118
